,Iteration,Time,Fitness,Temperature,max_iters
544,544,0.08724370000004456,25.0,1,1000
545,545,0.08740060000002359,25.0,1,1000
546,546,0.087508400000047,25.0,1,1000
547,547,0.08761030000005121,25.0,1,1000
548,548,0.08771740000008776,25.0,1,1000
549,549,0.08787260000008246,25.0,1,1000
550,550,0.08801809999999932,25.0,1,1000
551,551,0.08816960000001473,25.0,1,1000
552,552,0.08831329999998161,25.0,1,1000
553,553,0.08845259999998234,25.0,1,1000
554,554,0.08859460000007857,25.0,1,1000
555,555,0.08873760000005859,25.0,1,1000
556,556,0.08884720000003199,25.0,1,1000
557,557,0.08899189999999635,25.0,1,1000
558,558,0.08914200000003802,25.0,1,1000
559,559,0.08925229999999829,25.0,1,1000
560,560,0.0893897000000834,25.0,1,1000
561,561,0.08950060000006488,25.0,1,1000
562,562,0.0896020000000135,25.0,1,1000
563,563,0.08969680000006974,26.0,1,1000
564,564,0.08984259999999722,26.0,1,1000
565,565,0.08994380000001456,26.0,1,1000
566,566,0.09004590000006374,26.0,1,1000
567,567,0.09016310000004069,26.0,1,1000
568,568,0.0903837000000749,26.0,1,1000
569,569,0.09053710000000592,26.0,1,1000
570,570,0.09068520000005265,26.0,1,1000
571,571,0.09090150000008634,26.0,1,1000
572,572,0.09102690000008806,26.0,1,1000
573,573,0.0912110000000439,26.0,1,1000
574,574,0.09137759999998707,26.0,1,1000
575,575,0.09154560000001766,26.0,1,1000
576,576,0.0916612000000896,26.0,1,1000
577,577,0.09178270000006705,26.0,1,1000
578,578,0.09194999999999709,26.0,1,1000
579,579,0.0921233999999913,26.0,1,1000
580,580,0.0925000000000864,26.0,1,1000
581,581,0.09262039999998706,26.0,1,1000
582,582,0.0927763000000823,26.0,1,1000
583,583,0.09288620000006631,26.0,1,1000
584,584,0.09299129999999423,26.0,1,1000
585,585,0.09310090000008131,26.0,1,1000
586,586,0.0961191000000099,26.0,1,1000
587,587,0.09631009999998241,26.0,1,1000
588,588,0.09648470000001907,26.0,1,1000
589,589,0.09661750000009306,26.0,1,1000
590,590,0.09672630000000026,27.0,1,1000
591,591,0.09696389999999155,27.0,1,1000
592,592,0.09711850000007871,27.0,1,1000
593,593,0.0972421999999824,27.0,1,1000
594,594,0.0974009000000251,27.0,1,1000
595,595,0.09751540000002024,27.0,1,1000
596,596,0.09766899999999623,27.0,1,1000
597,597,0.09776929999998174,27.0,1,1000
598,598,0.0978839000000562,27.0,1,1000
599,599,0.09805160000007618,27.0,1,1000
600,600,0.09816169999999147,27.0,1,1000
601,601,0.09856439999998656,27.0,1,1000
602,602,0.09871229999998832,27.0,1,1000
603,603,0.09883300000001327,27.0,1,1000
604,604,0.09901100000001861,27.0,1,1000
605,605,0.09915250000005926,27.0,1,1000
606,606,0.09935170000005655,27.0,1,1000
607,607,0.09948710000003302,27.0,1,1000
608,608,0.09960760000001301,27.0,1,1000
609,609,0.09973810000008143,27.0,1,1000
610,610,0.09989860000007411,27.0,1,1000
611,611,0.10012219999998706,27.0,1,1000
612,612,0.10026840000000448,27.0,1,1000
613,613,0.10044909999999163,27.0,1,1000
614,614,0.10055970000007619,27.0,1,1000
615,615,0.10074129999998149,27.0,1,1000
616,616,0.1008515000000898,27.0,1,1000
617,617,0.10102249999999913,27.0,1,1000
618,618,0.1012390000000778,27.0,1,1000
619,619,0.10137150000002748,27.0,1,1000
620,620,0.10154340000008233,27.0,1,1000
621,621,0.1017156000000341,27.0,1,1000
622,622,0.10184609999998884,27.0,1,1000
623,623,0.10202450000008412,27.0,1,1000
624,624,0.1022073999999975,27.0,1,1000
625,625,0.10232810000002246,27.0,1,1000
626,626,0.10245080000004236,27.0,1,1000
627,627,0.10266669999998612,27.0,1,1000
